coordinate_um,imported_intensity,reference_intensity,residual,label
0,1,1,0,
0.1,1,0.9982467053572728,0.0017532946427272211,
0.2,1,0.9930024152228076,0.006997584777192367,
0.3,1,0.9843137123632903,0.01568628763670965,
0.4,0.9687094132818134,0.9722575758047508,0.003548162522937437,
0.5,0.9364118785921256,0.9569404033516009,0.02052852475947531,
0.6,0.9140648700240144,0.9384966647010354,0.024431794677021057,
0.7,0.9043156971744666,0.9170872062649977,0.012771509090531152,
0.8,0.8999217245325538,0.8928972341756838,0.007024490356870028,
0.9,0.8884797518622473,0.8661340068322326,0.02234574503001463,
1,0.8604565733708645,0.8370242726593745,0.02343230071148994,
1.1,0.8154034915121874,0.8058114924185564,0.009591999093630954,
1.2,0.7623942852274562,0.772752888376828,0.010358603149371759,
1.3,0.7144058026280805,0.7381163648511443,0.02371056222306378,
1.4,0.6802189403797197,0.7021773460734732,0.021958405693753402,
1.5,0.6589972846553589,0.6652155779486643,0.006218293293305366,
1.6,0.6409949398788789,0.6275119401016255,0.013482999777253424,
1.7,0.6139406584396792,0.5893453136478012,0.02459534479187797,
1.8,0.5710294979181084,0.5509895484012423,0.020039949516866162,
1.9,0.5154292651989255,0.5127105708018728,0.0027186943970527455,
2,0.45842924580769195,0.47476367075518094,0.01633442494748899,
2.1,0.41240882212256313,0.43739100190259367,0.024982179780030533,
2.2,0.3831035531756551,0.40081932565817313,0.017715772482518044,
2.3,0.3660939708504965,0.36525802474447916,0.0008359461060173379,
2.4,0.3497525568696908,0.3308974070309388,0.018855149838752028,
2.5,0.3227705507997449,0.2979073153197313,0.024863235480013623,
2.6,0.281468982392642,0.26643605343692683,0.015032928955715175,
2.7,0.23223597129401094,0.2366096336702982,0.004373662376287252,
2.8,0.18753720449156774,0.20853134534776788,0.020994140856200133,
2.9,0.15804071927476257,0.18228163926563973,0.024240919990877158,
3,0.14587258312091378,0.15791831784171034,0.012045734720796564,
3.1,0.1432998475809788,0.13547701636554452,0.007822831215434284,
3.2,0.1376800494557445,0.11497195661838028,0.02270809283736422,
3.3,0.11952478296464084,0.09639695049982856,0.023127832464812273,
3.4,0.08854129550398608,0.07972662817834486,0.00881466732564122,
3.5,0.053804240594948066,0.06491786271620055,0.011113622121252484,
3.6,0.02794905534285817,0.05191136113412392,0.023962305791265754,
3.7,0.019086882460715594,0.04063339049043608,0.021546508029720485,
3.8,0.0255924650795498,0.030997606756805775,0.005405141677255976,
3.9,0.03708636511670933,0.022906954068447748,0.014179411048261585,
4,0.040986989711037855,0.01625560229038744,0.024731387420650414,
4.1,0.030459853294791853,0.010930891742825828,0.019528961551966026,
4.2,0.008701441005534511,0.006815255327979904,0.0018861856775546073,
4.3,0,0.0037880901504300144,0.0037880901504300144,
4.4,0,0.0017275529686437414,0.0017275529686437414,
4.5,0,0.0005122563974182265,0.0005122563974182265,expected minimum/ring
4.6,0.0016938029241985347,0.000022845636072197713,0.0016709572881263368,expected minimum/ring
4.7,0.019536958466119185,0.00014343855960825716,0.019393519906510927,
4.8,0.02552492684497169,0.0007629152130951729,0.024762011631876517,
4.9,0.016132638891076943,0.0017760460270641143,0.014356592864012828,
5,0,0.0030844513594579493,0.0030844513594579493,
5.1,0,0.004597388206362156,0.004597388206362156,
5.2,0,0.006232363052265313,0.006232363052265313,
5.3,0,0.007915572798936,0.007915572798936,
5.4,0.018194601476908816,0.009582178474030053,0.008612423002878762,
5.5,0.03422146280190835,0.01117641893666703,0.023045043865241324,
5.6,0.03544907203575586,0.01265157403478846,0.0227974980009674,
5.7,0.02199726581768966,0.01396978860277965,0.008027477214910012,
5.8,0.0032455587051179718,0.015101770299561985,0.011856211594444013,
5.9,0,0.016026375566475796,0.016026375566475796,
6,0,0.01673009892715751,0.01673009892715751,
6.1,0.012620536522239547,0.01720648146146358,0.004585944939224032,
6.2,0.032315418607473625,0.017455454571769304,0.014859964035704321,
6.3,0.042322405550839604,0.017482635137867426,0.024839770412972178,
6.4,0.03629472020128475,0.01729858784647964,0.018996132354805108,
6.5,0.017969637351625125,0.016918069907654307,0.0010515674439708182,
6.6,0,0.01635927256122579,0.01635927256122579,
6.7,0,0.01564307276298431,0.01564307276298431,
6.8,0,0.014792307255109731,0.014792307255109731,
6.9,0.016335179570865888,0.013831079902826216,0.0025040996680396714,
7,0.03269431197377292,0.01278411175353871,0.01991020022023421,
7.1,0.03630923567716221,0.011676141780056616,0.024633093897105593,
7.2,0.02419558506717192,0.010531384738947488,0.013664200328224432,
7.3,0.0033639812672375145,0.009373051040110273,0.0060090697728727585,
7.4,0,0.008222932013683784,0.008222932013683784,
7.5,0,0.007101052502145714,0.007101052502145714,
7.6,0,0.006025391322807761,0.006025391322807761,
7.7,0.014404051497518406,0.0050116688594544385,0.009392382638063967,
7.8,0.02742942113577964,0.004073199868881938,0.023356221266897702,
7.9,0.025662475308984783,0.0032208085422604934,0.02244166676672429,
8,0.00969411110939068,0.00246280195285396,0.007231309156536721,
