coordinate_um,imported_intensity,reference_intensity,residual,label
-8,0,0.0008816828915332842,0.0008816828915332842,
-7.8,0,0.00004215277268038916,0.00004215277268038916,expected minimum/ring
-7.6,0,0.00032425546706416877,0.00032425546706416877,
-7.4,0.0032819762480367255,0.001915292795760218,0.0013666834522765075,
-7.2,0.01941025750993314,0.005002649441347736,0.014407608068585405,
-7,0.027378234192538084,0.009770695269993279,0.017607538922544803,
-6.8,0.02517827127890218,0.01639748073202686,0.008780790546875323,
-6.6,0.019007671939141026,0.025051273831331874,0.006043601892190848,
-6.4,0.01914703093595478,0.03588699456009851,0.016739963624143726,
-6.2,0.03304037334940847,0.049042609381104774,0.0160022360316963,
-6,0.06030123641720361,0.06463555406961846,0.0043343176524148486,
-5.8,0.09305337719108932,0.08275925777309734,0.010294119417991979,
-5.6,0.12137109034723138,0.10347984429558896,0.017891246051642426,
-5.4,0.14010099789583166,0.12683308817404582,0.013267909721785848,
-5.2,0.152403743786155,0.15282170292495212,0.0004179591387971082,
-5,0.16759469220299292,0.1814130367787374,0.01381834457574449,
-4.8,0.19475701955664512,0.21253724720804604,0.017780227651400915,
-4.6,0.23648854163144598,0.24608601956604773,0.00959747793460175,
-4.4,0.2870526344072626,0.2819118872096393,0.005140747197623308,
-4.2,0.3361958294931986,0.3198282006746951,0.01636762881850351,
-4,0.37602452316804963,0.35960978194091653,0.0164147412271331,
-3.8,0.406244191470341,0.4009942867755699,0.0052499046947711014,
-3.5999999999999996,0.43418344939180953,0.4436842838378162,0.00950083444600669,
-3.4000000000000004,0.4695879342874778,0.4873500439691376,0.01776210968165981,
-3.2,0.5177418897963718,0.5316330172458743,0.013891127449502494,
-3,0.5756180301830992,0.5761499593182327,0.0005319291351334465,
-2.8,0.6336882515594117,0.6204976527229601,0.013190598836451572,
-2.5999999999999996,0.6821615544822363,0.6642581536643322,0.01790340081790409,
-2.4000000000000004,0.7173919182674996,0.7070044806410378,0.01038743762646177,
-2.2,0.7440830724649892,0.7483066486728098,0.004223576207820656,
-2,0.7717882297916014,0.7877379421414388,0.01594971234983733,
-1.7999999999999998,0.8080997771994197,0.8248813107571897,0.016781533557770012,
-1.5999999999999996,0.8531848957390805,0.8593357671919034,0.0061508714528228925,
-1.4000000000000004,0.8994037526359809,0.8907226617186014,0.008681090917379564,
-1.2000000000000002,0.936275217130534,0.9186917089250808,0.01758350820545318,
-1,0.9574023045462181,0.9429266443060462,0.014475660240171884,
-0.7999999999999998,0.9646307303369821,0.9631503942796069,0.0014803360573751867,
-0.5999999999999996,0.9666035327882293,0.9791296518270864,0.012526119038857142,
-0.40000000000000036,0.9727020459402385,0.9906787613414539,0.01797671540121548,
-0.20000000000000018,0.9865143604383992,0.9976628301284834,0.011148469690084206,
0,1,1,0,
0.1999999999999993,1,0.9976628301284839,0.0023371698715161093,
0.40000000000000036,1,0.9906787613414539,0.00932123865854606,
0.5999999999999996,0.9861643606814131,0.9791296518270864,0.007034708854326666,
0.8000000000000007,0.9553132225711116,0.9631503942796065,0.00783717170849485,
1,0.9255707053017354,0.9429266443060462,0.017355939004310872,
1.1999999999999993,0.9036718286771392,0.9186917089250808,0.015019880247941542,
1.4000000000000004,0.8882980412774463,0.8907226617186014,0.002424620441155101,
1.5999999999999996,0.871162522862468,0.8593357671919034,0.01182675567056457,
1.8000000000000007,0.8428812779871891,0.8248813107571895,0.017999967229999636,
2,0.7996163968941227,0.7877379421414388,0.011878454752683898,
2.1999999999999993,0.7459501137789597,0.7483066486728099,0.0023565348938502373,
2.4000000000000004,0.6920225671534213,0.7070044806410378,0.014981913487616572,
2.5999999999999996,0.6468841297616671,0.6642581536643322,0.01737402390266507,
2.8000000000000007,0.6125986971929483,0.62049765272296,0.007898955530011631,
3,0.5831213863400136,0.5761499593182327,0.006971427021780996,
3.1999999999999993,0.5487130530739774,0.5316330172458744,0.017080035828103024,
3.4000000000000004,0.5028723158618192,0.4873500439691376,0.015522271892681627,
3.5999999999999996,0.4470464364182362,0.4436842838378162,0.003362152580419997,
3.8000000000000007,0.38989983041030163,0.4009942867755698,0.01109445636526818,
4,0.34163669038990163,0.35960978194091653,0.017973091551014897,
4.199999999999999,0.30725284077146336,0.3198282006746953,0.012575359903231942,
4.4,0.2833237512403415,0.2819118872096393,0.0014118640307022035,
4.6,0.26052074585084917,0.24608601956604773,0.014434726284801441,
4.800000000000001,0.23013531911838916,0.21253724720804584,0.01759807191034332,
5,0.19015424144690343,0.1814130367787374,0.008741204668166025,
5.199999999999999,0.14673543508424114,0.15282170292495226,0.006086267840711118,
5.4,0.11007652114367238,0.12683308817404582,0.01675656703037344,
5.6,0.0874984082149147,0.10347984429558896,0.01598143608067426,
5.800000000000001,0.07846893619988053,0.08275925777309724,0.00429032157321671,
6,0.07496681454847252,0.06463555406961846,0.010331260478854062,
6.199999999999999,0.06693877259054717,0.049042609381104774,0.0178961632094424,
6.4,0.04912423891394121,0.03588699456009851,0.0132372443538427,
6.6,0.024588012516778425,0.025051273831331874,0.0004632613145534488,
6.800000000000001,0.0025501404373349836,0.016397480732026817,0.013847340294691833,
7,0,0.009770695269993279,0.009770695269993279,
7.199999999999999,0,0.005002649441347736,0.005002649441347736,
7.4,0.007099452011295831,0.001915292795760218,0.005184159215535613,
7.6,0.016710688895641423,0.00032425546706416877,0.016386433428577256,
7.800000000000001,0.01643824687358283,0.00004215277268038916,0.016396094100902443,expected minimum/ring
8,0.006088225484239722,0.0008816828915332842,0.0052065425927064375,
