frame_id,marker_id,corner_index,x_px,y_px,confidence,detector_name,detector_version,board_id,board_hash,image_hash,image_width,image_height
synthetic_capture_clean.png,0,0,51.2660547759,18.2972143795,0.99,opencv-charuco,l78-clean-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
synthetic_capture_clean.png,0,1,97.9787633421,21.1542860298,0.99,opencv-charuco,l78-clean-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
synthetic_capture_clean.png,0,2,95.1216916919,67.8669945959,0.99,opencv-charuco,l78-clean-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
synthetic_capture_clean.png,0,3,48.4089831257,65.0099229457,0.99,opencv-charuco,l78-clean-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
synthetic_capture_clean.png,1,0,123.131760262,22.692709226,0.99,opencv-charuco,l78-clean-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
synthetic_capture_clean.png,1,1,169.844468828,25.5497808763,0.99,opencv-charuco,l78-clean-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
synthetic_capture_clean.png,1,2,166.987397178,72.2624894424,0.99,opencv-charuco,l78-clean-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
synthetic_capture_clean.png,1,3,120.274688612,69.4054177922,0.99,opencv-charuco,l78-clean-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
synthetic_capture_clean.png,2,0,194.997465749,27.0882040726,0.99,opencv-charuco,l78-clean-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
synthetic_capture_clean.png,2,1,241.710174315,29.9452757228,0.99,opencv-charuco,l78-clean-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
synthetic_capture_clean.png,2,2,238.853102665,76.6579842889,0.99,opencv-charuco,l78-clean-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
synthetic_capture_clean.png,2,3,192.140394098,73.8009126387,0.99,opencv-charuco,l78-clean-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
synthetic_capture_clean.png,3,0,266.863171235,31.4836989191,0.99,opencv-charuco,l78-clean-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
synthetic_capture_clean.png,3,1,313.575879801,34.3407705693,0.99,opencv-charuco,l78-clean-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
synthetic_capture_clean.png,3,2,310.718808151,81.0534791354,0.99,opencv-charuco,l78-clean-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
synthetic_capture_clean.png,3,3,264.006099585,78.1964074852,0.99,opencv-charuco,l78-clean-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
synthetic_capture_clean.png,4,0,338.728876721,35.8791937656,0.99,opencv-charuco,l78-clean-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
synthetic_capture_clean.png,4,1,385.441585288,38.7362654158,0.99,opencv-charuco,l78-clean-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
