frame_id,marker_id,corner_index,x_px,y_px,confidence,detector_name,detector_version,board_id,board_hash,image_hash,image_width,image_height
charuco_board.png,0,0,108,84,0.99,opencv-charuco,l77-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
charuco_board.png,0,1,144,84,0.99,opencv-charuco,l77-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
charuco_board.png,0,2,144,120,0.99,opencv-charuco,l77-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
charuco_board.png,0,3,108,120,0.99,opencv-charuco,l77-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
charuco_board.png,1,0,178,84,0.98,opencv-charuco,l77-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
charuco_board.png,1,1,214,84,0.98,opencv-charuco,l77-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
charuco_board.png,1,2,214,120,0.98,opencv-charuco,l77-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
charuco_board.png,1,3,178,120,0.98,opencv-charuco,l77-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
charuco_board.png,7,0,108,154,0.97,opencv-charuco,l77-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
charuco_board.png,7,1,144,154,0.97,opencv-charuco,l77-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
charuco_board.png,7,2,144,190,0.97,opencv-charuco,l77-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
charuco_board.png,7,3,108,190,0.97,opencv-charuco,l77-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
charuco_board.png,8,0,178,154,0.96,opencv-charuco,l77-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
charuco_board.png,8,1,214,154,0.96,opencv-charuco,l77-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
charuco_board.png,8,2,214,190,0.96,opencv-charuco,l77-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
charuco_board.png,8,3,178,190,0.96,opencv-charuco,l77-fixture,l75-board-7x5,747e6cb4591b8b8e,1c5472aa8dd261d7,560,400
